proxy,concurrency,total_routes,test_id,method,route_idx,cpu_time,real_time
chp,1,500,0,add,83,0.001093866999999804,0.001444156999923507
chp,1,500,0,delete,83,0.0009522200000002812,0.00245362699990892
chp,1,500,0,get_all,83,0.002737724999999358,0.004078457999980856
chp,1,500,0,add,84,0.0010476770000007463,0.0014042270000800272
chp,1,500,0,delete,84,0.000990040999999664,0.0011487650000390204
chp,1,500,0,get_all,84,0.0027437609999996226,0.004081442000028801
chp,1,500,0,add,85,0.0010742249999999842,0.0014672620000055758
chp,1,500,0,delete,85,0.0009612480000011914,0.0011229670000147962
chp,1,500,0,get_all,85,0.002729643000000337,0.004064767000045322
chp,1,500,0,add,86,0.0010603820000003594,0.0014496130000907215
chp,1,500,0,delete,86,0.0009728960000003894,0.0011392039999691406
chp,1,500,0,get_all,86,0.0027378929999990476,0.0040751390000650645
chp,1,500,0,add,87,0.001061225999999138,0.001421278000066195
chp,1,500,0,delete,87,0.0009619110000009812,0.0010887400000001435
chp,1,500,0,get_all,87,0.0027495280000007227,0.004092080000077658
chp,1,500,0,add,88,0.0010595809999998096,0.001420617000007951
chp,1,500,0,delete,88,0.0009584859999982598,0.0012292840000327487
chp,1,500,0,get_all,88,0.00278428200000036,0.004121212999962154
chp,1,500,0,add,89,0.00106584899999973,0.0014620250000234591
chp,1,500,0,delete,89,0.0009597770000002726,0.0034692939999558803
chp,1,500,0,get_all,89,0.0027482770000002432,0.004063924999968549
chp,1,500,0,add,90,0.0010786870000014659,0.0014378130000523015
chp,1,500,0,delete,90,0.000954802000000754,0.001110373999949843
chp,1,500,0,get_all,90,0.0027511459999995935,0.004079670000010083
chp,1,500,0,add,91,0.0010461769999992043,0.0014209299999947689
chp,1,500,0,delete,91,0.000983086999999827,0.0011266430000205219
chp,1,500,0,get_all,91,0.0027343059999989094,0.0040356959999598985
chp,1,500,0,add,92,0.001065683000000206,0.0014172340000868644
chp,1,500,0,delete,92,0.0009566250000005994,0.0010846519999176962
chp,1,500,0,get_all,92,0.002749291000000653,0.004061440999976185
chp,1,500,0,add,93,0.0010532469999997573,0.0014059420000194223
chp,1,500,0,delete,93,0.0009350930000007196,0.0010511989999031357
chp,1,500,0,get_all,93,0.0027871969999999635,0.0044382349999523285
chp,1,500,0,add,94,0.0010826480000005745,0.0014574769999171622
chp,1,500,0,delete,94,0.000939491999998765,0.0010513269999137265
chp,1,500,0,get_all,94,0.002767903999998822,0.0040982509999594186
chp,1,500,0,add,95,0.0010516190000000591,0.0014031679999106927
chp,1,500,0,delete,95,0.0009530370000003785,0.00105983000003107
chp,1,500,0,get_all,95,0.0027719840000006712,0.0040993359999674794
chp,1,500,0,add,96,0.0010622560000008718,0.0014322480000146243
chp,1,500,0,delete,96,0.0009350880000003059,0.0010406289999309593
chp,1,500,0,get_all,96,0.0027399869999999993,0.0040759209999805535
chp,1,500,0,add,97,0.001079119999999989,0.0014403390000552463
chp,1,500,0,delete,97,0.0009381309999998422,0.00106737599992357
chp,1,500,0,get_all,97,0.0027427810000002495,0.004056042999991405
chp,1,500,0,add,98,0.0010943369999996122,0.0014672190000055707
chp,1,500,0,delete,98,0.0009366279999998284,0.0010832320000417894
chp,1,500,0,get_all,98,0.0027999310000002,0.004117880999956469
chp,1,500,0,add,99,0.0010530810000002333,0.0014093450000700614
chp,1,500,0,delete,99,0.0009589590000000925,0.0011619139999083927
chp,1,500,0,get_all,99,0.0027425960000009297,0.004052544999922247
chp,1,500,0,add,100,0.0010856460000017165,0.0014463250000744665
chp,1,500,0,delete,100,0.0009570400000011858,0.001096808000056626
chp,1,500,0,get_all,100,0.0027626329999996813,0.004080210999973133
chp,1,500,0,add,101,0.001058834000000175,0.0014147900000125446
chp,1,500,0,delete,101,0.0009648050000006236,0.001094651000016711
chp,1,500,0,get_all,101,0.0027742810000006557,0.004103342000007615
chp,1,500,0,add,102,0.0010638499999995332,0.003134038999974109
chp,1,500,0,delete,102,0.0009685340000000764,0.0010857480000368014
chp,1,500,0,get_all,102,0.0027815310000001148,0.004104892999976073
chp,1,500,0,add,103,0.0010980309999997218,0.0014726670000300146
chp,1,500,0,delete,103,0.0009379240000004785,0.0010463910000453325
chp,1,500,0,get_all,103,0.0027638329999994937,0.004075787999909153
chp,1,500,0,add,104,0.001074909999999818,0.001430084000048737
chp,1,500,0,delete,104,0.0009482869999999366,0.0010488589999795295
chp,1,500,0,get_all,104,0.002765698999999344,0.004088538000019071
chp,1,500,0,add,105,0.0010671819999998888,0.0015665009999565882
chp,1,500,0,delete,105,0.0009533729999997576,0.0010459100000161925
chp,1,500,0,get_all,105,0.002924736999998956,0.00423774399996546
chp,1,500,0,add,106,0.0010483350000001224,0.0013934730000073614
chp,1,500,0,delete,106,0.0009447280000003389,0.0010494160000007469
chp,1,500,0,get_all,106,0.0027640420000007992,0.004119983999999022
chp,1,500,0,add,107,0.0010769800000005603,0.0014353139999911946
chp,1,500,0,delete,107,0.0009368280000003892,0.0010369799999807583
chp,1,500,0,get_all,107,0.0027643919999995603,0.004100828999980877
chp,1,500,0,add,108,0.0010504299999993805,0.001393120000102499
chp,1,500,0,delete,108,0.0009385490000006769,0.001037141999972846
chp,1,500,0,get_all,108,0.002796855999999792,0.0041327469999714594
chp,1,500,0,add,109,0.0010855650000003436,0.0014342140000280779
chp,1,500,0,delete,109,0.0009454870000009663,0.0010486470000614645
chp,1,500,0,get_all,109,0.002752828000000207,0.004392623000057938
chp,1,500,0,add,110,0.001057883000001425,0.002031186999943202
chp,1,500,0,delete,110,0.0009337519999998989,0.0010511059999771533
chp,1,500,0,get_all,110,0.002831620999998563,0.004186581999988448
chp,1,500,0,add,111,0.0010690890000013553,0.0028958960000409206
chp,1,500,0,delete,111,0.000957124999999337,0.0010775490000014543
chp,1,500,0,get_all,111,0.005539041000000466,0.006647817000043688
chp,1,500,0,add,112,0.0010538429999993326,0.001399508999952559
chp,1,500,0,delete,112,0.0009419809999986484,0.001057596000009653
chp,1,500,0,get_all,112,0.0030952479999992732,0.004408500999943499
chp,1,500,0,add,113,0.0011110930000004515,0.0014664889999949082
chp,1,500,0,delete,113,0.0009697030000008766,0.0010776440000199727
chp,1,500,0,get_all,113,0.002772603000000373,0.004103589000010288
chp,1,500,0,add,114,0.0010663800000010326,0.0015555300000187344
chp,1,500,0,delete,114,0.000996484999999936,0.0010859280000659055
chp,1,500,0,get_all,114,0.0027320520000007065,0.0040678970000271875
chp,1,500,0,add,115,0.0010674809999997592,0.0014045179999584434
chp,1,500,0,delete,115,0.0009390070000012685,0.0010272040000245397
chp,1,500,0,get_all,115,0.0027336800000004047,0.004069016000016745
chp,1,500,0,add,116,0.0010683949999990006,0.0013921720000098503
chp,1,500,0,delete,116,0.0009963699999993025,0.00109276500006672
chp,1,500,0,get_all,116,0.0027490059999983885,0.004085725999971146
chp,1,500,0,add,117,0.0010632630000007026,0.0013948229999414252
chp,1,500,0,delete,117,0.0009699629999992965,0.0010675820000187741
chp,1,500,0,get_all,117,0.00273700099999985,0.004063681000047836
chp,1,500,0,add,118,0.001067486000000173,0.0013965470000130153
chp,1,500,0,delete,118,0.0009474510000000436,0.0010444089999737116
chp,1,500,0,get_all,118,0.0027358340000009918,0.004060774999970818
chp,1,500,0,add,119,0.0010922089999994,0.0014193729999760762
chp,1,500,0,delete,119,0.0009461550000011698,0.0010421970000606962
chp,1,500,0,get_all,119,0.0027384189999999364,0.004063374999986991
chp,1,500,0,add,120,0.0010633590000015403,0.001403417000005902
chp,1,500,0,delete,120,0.000964860999999928,0.0010649429999602944
chp,1,500,0,get_all,120,0.0027721490000001126,0.004077369000015096
chp,1,500,0,add,121,0.0010374009999996048,0.00142908800000896
chp,1,500,0,delete,121,0.0009589410000003795,0.0010638110001082168
chp,1,500,0,get_all,121,0.002745962000000546,0.004079659000012725
chp,1,500,0,add,122,0.0011164899999993594,0.0025288729999601856
chp,1,500,0,delete,122,0.0009458289999990654,0.0010454299999764771
chp,1,500,0,get_all,122,0.002758848000000924,0.004073992000030557
chp,1,500,0,add,123,0.0011601919999986166,0.0014840540000022884
chp,1,500,0,delete,123,0.0009466859999989197,0.001056107000067641
chp,1,500,0,get_all,123,0.0027624789999993737,0.004105567999999948
chp,1,500,0,add,124,0.0011136960000008855,0.001449551999940013
chp,1,500,0,delete,124,0.0009827950000005359,0.001093007999998008
chp,1,500,0,get_all,124,0.002759230999998863,0.00407936899989636
chp,1,500,0,add,125,0.0010760990000004966,0.0015380050000430856
chp,1,500,0,delete,125,0.0009432579999995028,0.0010553650000701964
chp,1,500,0,get_all,125,0.002794256999999689,0.0044211890000269705
chp,1,500,0,add,126,0.001068813999999918,0.0015030160000151227
chp,1,500,0,delete,126,0.0009321110000009014,0.0010420359999443463
chp,1,500,0,get_all,126,0.002760807000001364,0.00407716100005473
chp,1,500,0,add,127,0.0010842590000006425,0.004105679999952372
chp,1,500,0,delete,127,0.000986405999999107,0.0010738429999719301
chp,1,500,0,get_all,127,0.002763247000000746,0.004085648000000219
chp,1,500,0,add,128,0.0010716389999991804,0.001459074000081273
chp,1,500,0,delete,128,0.0009423920000006802,0.001042568000002575
chp,1,500,0,get_all,128,0.002742609000000229,0.004061836999994739
chp,1,500,0,add,129,0.0010826230000002823,0.004372563999936574
chp,1,500,0,delete,129,0.0009392989999987833,0.0010406139999759034
chp,1,500,0,get_all,129,0.0027799210000001295,0.004097483999998985
chp,1,500,0,add,130,0.0010816889999993862,0.0014191879999998491
chp,1,500,0,delete,130,0.0009433310000002137,0.0010451310000689773
chp,1,500,0,get_all,130,0.002782004000000171,0.004102201000023342
chp,1,500,0,add,131,0.0010600409999987903,0.0013830660000166972
chp,1,500,0,delete,131,0.0009517510000005558,0.0010448349999023776
chp,1,500,0,get_all,131,0.0027743459999989284,0.0040971060000174475
chp,1,500,0,add,132,0.0010573310000001612,0.0015490460000364692
chp,1,500,0,delete,132,0.0009440959999995613,0.0010482479999609495
chp,1,500,0,get_all,132,0.0027592829999996127,0.004089128999908098
chp,1,500,0,add,133,0.0010693400000008069,0.0017086259999814501
chp,1,500,0,delete,133,0.000940800000000408,0.0010476300000163974
chp,1,500,0,get_all,133,0.002777071000000575,0.004097192000017458
chp,1,500,0,add,134,0.0010777280000002776,0.0013851509999085465
chp,1,500,0,delete,134,0.0009440720000011282,0.001041002000079061
chp,1,500,0,get_all,134,0.002741695999999294,0.004066035999926498
chp,1,500,0,add,135,0.001059357999999122,0.0013500239999757468
chp,1,500,0,delete,135,0.0009786960000006673,0.0010763299999325682
chp,1,500,0,get_all,135,0.002774420999999805,0.004092300000024807
chp,1,500,0,add,136,0.0010791270000005682,0.0013823819999743137
chp,1,500,0,delete,136,0.0009642949999992823,0.0010690579999845795
chp,1,500,0,get_all,136,0.0027467259999998106,0.004113852000045881
chp,1,500,0,add,137,0.00112818500000067,0.0014478439999265902
chp,1,500,0,delete,137,0.0009416410000007147,0.001049742999953196
chp,1,500,0,get_all,137,0.00273944399999948,0.005551462999960677
chp,1,500,0,add,138,0.0010808959999994983,0.0013884329999882539
chp,1,500,0,delete,138,0.0009572840000000582,0.0010686919999898237
